,Tour_Name,Tour_Type,Number_of_Reviewer,Rating,Duration,Price,Highlight,Location
1882,1943. Siem Reap Highlight 2 Nights 3 Days Package,Bus Tours,,,3 days,230.77,"Breakfast, Breakfast, Lunch, 2 nights accommodation as selected with daily breakfast +1 time lunch on day 2, Private transportation by air-conditioned vehicles, English speaking guide during tour + One-day Angkor Wat pass, Entry/Admission - Angkor Thom South Gate, Entry/Admission - Angkor Thom South Gate","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1883,1944. One Private Full Day Guided Tour to Angkor Wat,Bus Tours,,,6–8 hours,66.67,"A/C Car, Fuel, English Speaking Tour Guide, Cold face towel, Cold Mineral Water, Entry/Admission - Phimeanakas","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1884,1945. 1 Day Angkor Wat With Small Circuit & Floating Village,Full-day Tours,,,7–8 hours,65,"Professional license English tour guide, A/C car / van / bus with driver, Parking fees and road tolls, Cool drinking waters and towels","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1885,1946. Private Half Day to Vishnu Temple-Angkor Wat,Bus Tours,,,3–4 hours,102.57,"Private Tour Guide, Private Transportation, Pure Drinking Water, Hotel pick up & drop off","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1886,1947. Koh ker and Beng Mealea Temple Tour,Private and Luxury,,,6–8 hours,257.95,"Local English Speaking Tour guide, Air-Conditioned Car, Drinking Water and Cold Towels, Hotel Pickup and Drop Off, 50% of the profits we will make with your booking will go directly to support the local disadvantaged communities","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1887,1948. Private TUK-TUK Tour: Angkor wat + Lady Temple,Full-day Tours,,,6+ hours,50,"Private transportation, English speaking driver with license, Cool pure drinking water and towels, Free pick up at hotel and drop off at the town.","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1888,1949. Private Taxi Service From Siem Reap - Siem Reap International Airport,20–30 minutes,,,20–30 minutes,10.67,"Petrol, Parking fee, Toll, Free Water, Private vehicle by air-conditioned vehicle, Reliable English speaking driver with license","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1889,1950. The Angkor Thom Kingdom by Tuk Tuk,Tuk Tuk Tours,,,4 hours,83.34,"A half day tour with a professional English-speaking guide., Private tours and transfers with a professional English-speaking guide, Transportation by local Tuk Tuk (maximum 2 persons per Tuk Tuk) with professional driver., All entrance fees for visits as mentioned in the description, Entrance fees for the Angkor Archaeological Site for one day, All applicable taxes and service charges, Entry/Admission - Angkor Thom South Gate, Entry/Admission - Angkor Thom, Entry/Admission - Bayon Temple, Entry/Admission - Phimeanakas","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1890,1951. Private 03 Day Trip in The World Heritage Site-Siem Reap,Bus Tours,,,3 days,200,"Private transportation, Private Tour Guide, Cold Towel, Pure Drinking Water, Pick-up & Drop-off at the lobby of hotel where you are staying, Entry/Admission - Ta Som, Entry/Admission - Neak Pean, Entry/Admission - Preah Khan, Entry/Admission - Banteay Samre, Entry/Admission - Angkor Thom South Gate, Entry/Admission - Baphuon Temple, Entry/Admission - Phimeanakas, Entry/Admission - Terrace of the Elephants, Entry/Admission - Terrace of the Leper King, Entry/Admission - Ta Prohm Temple, Entry/Admission - Artisans Angkor","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1891,"1952. Private One Day Tour: Banteay Srey, Beng Melea and Kompong Kleang",Bus Tours,,,5–7 hours,205.21,"Private English Speaking Tour Guide, Private Transportation with A/C, Pure Drinking Water, Hotel Pickup & Drop-off","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1892,"1953. Amazing Tour To Kulen Mountain Waterfall, Sunset at Kompong Plok Foating Village",Full-day Tours,,,7–10 hours,90,Cold water and towel,"Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1893,1954. Private Angkor Wat Sunrise Bayon Ta Prohm by bike,Full-day Tours,,,6+ hours,76.93,"Professional English speaking guide with license, Standard bicycles, Cool pure drinking water, Gratuity is recommended, Fruit Snacks, Tuk tuk is following up","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1894,1955. Private Taxi Transfer From Siem Reap - Battambang City,3–4 hours,,,3–4 hours,40.54,"Experienced English speaking driver, Air-condition vehicle ( Car/Minivan), Free mineral water during the journey, Petrol and parking fee","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1895,1956. Workshop To Create Your own Khmer Puppet !,Theater Shows,,,2 hours,20,"Workshop, Entry/Admission - Bambu Stage Siem Reap","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1896,"1957. Half-Day Kompong Phluk, Tonle Sap Cruise from Siem Reap",Adventure Tours,,,3–5 hours,15,"NOTE : This is low water season, so for view of the lake not so beautiful like high water season., Pickup and drop off from hotel client stay (in Siem Reap), Please kindly ready and wait at hotel lobby for pick up between : 1:00pm - 2:00pm, Entry/Admission - Kampong Phluk Floating Village","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1897,"1958. 5-Day Major Temples,Kulen Mount Waterfall,Koh Ker & Beng Mealea",Adventure Tours,,,3+ days,296,"Private A/C Vehicle with driver, English Speaking Guide with licensed, Cool drinking waters & wet towels, Parking fees & Road tolls, Start pick up at your hotel and finish drop you at hotel","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1898,1959. Full-Day Angkor Wat Sunrise Private Tour,Full-day Tours,,,6+ hours,46,"Experienced and licensed English Speaking Tour Guide, Air-conditioned vehicle, Bottled water, Hotel Pick up and Drop Off","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1899,1960. Excursion Banteay Srei Day Tour Active,Bus Tours,,,4–6 hours,75,"English speaking tour guide, Transportation, Mineral water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1900,1961. Whole day Out-Side activity by King Rock,Full-day Tours,,,6+ hours,190,"Pick up & drop off, Private AC car/minivan, cool towel & water, Driver & Guide","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1901,1962. 8 Days The Cambodian Escapes,Bus Tours,,,3+ days,"1,400.00","Dinner, Lunch, Lunch, Lunch, Private transportation and English speaking guide, Cold drink water on tour, Admissions according to the itinerary, Entry/Admission - Taxi Tour Around Cambodia, Entry/Admission - Angkor Thom South Gate, Entry/Admission - Angkor Wat, Entry/Admission - Angkor National Museum, Entry/Admission - Tonle Sap Lake, Entry/Admission - Phare, The Cambodian Circus","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1902,1963. Preah Vihear and Koh Ker 1-Day Tour,Bus Tours,,,1–30 minutes,141.03,"Pick Up & Drop Off in Siem Reap, Car, Van or Minibus with A/C, Cool Water and Cool Towels","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1903,1964. 3 Days Siem Rap VIP Private Tour with Guide and Entrance Fees,Bus Tours,,,3 days,374.36,"A/C Car, Fuel, All Entrance Fees to the places in the itinerary, English Speaking Tour Guide, Cold Mineral Water, Cold Face Towels, Entry/Admission - Ta Prohm Temple, Entry/Admission - Angkor Wat, Entry/Admission - Bayon Temple, Entry/Admission - Baphuon Temple, Entry/Admission - Phimeanakas, Entry/Admission - Terrace of the Elephants, Entry/Admission - Terrace of the Leper King, Entry/Admission - Prasat Suor Prat, Entry/Admission - Bakong, Entry/Admission - Preah Ko, Entry/Admission - Lolei, Entry/Admission - Kompong Phluk, Entry/Admission - Phnom Kulen National Park, Entry/Admission - Banteay Srei","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1904,1965. Angkor Wat sunrise small quiet temples,National Parks,,,6–8 hours,71.8,"Professional English speaking tour guide, air conditioning Car / Van/bus with licensed driver, gratuity is recommended, Cool pure drinking water and towels, pick up and drop off","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1905,"1966.  Floating village Kampong Kleang, Tonle Sap, War museum& Wat Thmey Killing Field",Full-day Tours,,,7–8 hours,75,"English-Speaking Tour Guide, Transport ( AC car or minivan or minibus ), Cruise Ride and entrance fee to Kampong Kleang, Bottles of Cold drinking Water, Entry/Admission - Kampong Kleang Floating Village Tour","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1906,1967. Farm Cooking Class in Siem Reap Countryside,2–3 hours,,,2–3 hours,34.62,"From pick up and drop off, Cold Mineral water","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1907,"1968. Angkor 2 Day tour: Small tour, Big tour, sunrise and sunset,floating village",Bus Tours,,,2 days,230,"One Way Airport Pick up, please send us of your arrival time & Flight Number, Professional English Spoken Tour Guide, Cold Towel and Cold Water during trip, All local applicable taxes, Every day return back to hotel at 1.00 pm, Entry/Admission - Ta Prohm","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1908,1969. Half day tour to Toul Sleng & Killing Field,Bus Tours,,,4 hours,53.85,"All Fees and Taxes, Entrance fee, Bottled water, Air-conditioned vehicle, Private transportation, Entry/Admission - Tuol Sleng Genocide Museum","Asia, Cambodia, Phnom Penh, Things to Do in Phnom Penh, Phnom Penh Tours, Tours and Tickets"
1909,1970. The Unknown Banteay Chhmar Temple,Bus Tours,,,6+ hours,184.62,"A full-day tour with a professional English-speaking guide., Transportation by air-conditioned vehicle with professional driver., All entrance and donation fees for visits as mentioned in the description., All applicable taxes and service charges, Lunch at a local restaurant is included (food only), Entry/Admission - Soieries du Mekong","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1910,1971. Private Guide In and Around Siem Reap: Custom tour,Bus Tours,,,6+ hours,58.76,"English guide, Starting from your hotel and return(if desired)","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1911,1972. Banteay Srei & Grand Cicuite Tour,Full-day Tours,,,6+ hours,109,"• Professional Speaking Guide, • A/C Car with Driver, • Pick Up/Drop Off, • Cold Water and Towel","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1912,1973. 2-Day Join Tour- Phnom Kulen Waterfall and Beng Mealea Koh Ker Lost Temple,Attractions & Museums,,,2 days,220,"Group tour, Local live English Speaking Guide, Shared air conditioned van/bus, Hotel pickup and drop-off","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1913,1974. Koh Khe Beng Mealea by Shared Tour,Full-day Tours,,,6+ hours,77.95,"professional English Speaking guide, Hotel pick up and drop off, Cold bottles of water and cold towels, Air conditioned car, Note: we use motor bike for one pax per day, 3 pax with Lexus and 4 by min van","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1914,1975. 3 Days Trip Angkor Park - Preah Vihear Temples - Kulen Waterfall & Tonle Sap,Luxury Car Tours,,,3 days,345,"Private tour guide, Air-conditioned Vehicle & gasoline, Tool, Parking, Provide cold bottles of water, Passenger insurance","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1915,1976. Walking City Tour,City Tours,,,4 hours,28.72,"Bottled water, English speaking guide, Remork (Tuk Tuk) for return transfer from/to your hotel","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1916,"1977. Cooking Class With Locals at Herb Garden, Siem Reap, Cambodia",Cooking Classes,,,4 hours,222.34,"Professional local guide service, Complimentary drinks, Round-trip transfers to and from your hotel, English-speaking chef, Village walking tour, All ingredients and equipment, Lunch or Dinner","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1917,1978. Angkor Sunrise Bike Tour with Breakfast & Lunch,Full-day Tours,,,6+ hours,55,"Bicycle & Helmet, Bottled water, Hotel pick up & Drop Off, Local Breakfast & Lunch, Local snacks and fruits, Professional local English speaking guide","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1918,1979. Siem Reap Scooter Rental ( Own Drive),Trikke Tours,,,5–6 hours,20,"Round trip by scooter, Siem Reap Map, Cold Water during trip","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1919,1980. 3 Days -Guided tour of All Major Temples and Kulen Mountain Waterfall,Adventure Tours,,,3 days,158,"Private A/C Vehicle with driver, English Speaking Guide with licensed, Cool drinking waters & wet towels, Parking fees & Road tolls, Start pick up at your hotel and finish drop you at hotel","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1920,1981. Half Day Kampong Phluk Floating Village & Flooded Forest Tour,Full-day Tours,,,4 hours,53,"Tuk Tuk Transportation, Boat Trip Through the Village, Rower Boat Ride through Flooded Jungle, All Fees and Taxes, Bottled water, Entry/Admission - Kampong Phluk Floating Village","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1921,1982. 4 Day Siem Reap and Battambang Tour,Bus Tours,,,3+ days,253.21,"Pick Up & Drop Off in Siem Reap or Battambang, Transportation: Tuk-Tuk, Car or Van, Cold pure drinking water and cold towel during temple trip.","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1922,1983. Angkor Wat Sunrise Tour With Prediction,Full-day Tours,,,9–10 hours,47.44,"English-speaking Tour Guide, Transportation ( AC car or minivan or minibus, Bottles of Cold drinking Water, Donation to holy man for blessing and prediction","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
1923,1984. 4 Days Siem Reap Discovery,Bus Tours,,,3+ days,515,"Lunch, Lunch, Breakfast, Dinner, Dinner, Meet and greet service at airport/ Private transportation by air-conditioned vehicle, Porterage for 1 piece of standard sized luggage + 1 hand carry per person for arrival & departure transfer, Admissions according to the itinerary/ Services of an English Speaking Local Guide, Entry/Admission - Ta Prohm, Entry/Admission - Srah Srang, Entry/Admission - Ta Keo, Entry/Admission - Angkor Wat, Entry/Admission - Angkor Thom, Entry/Admission - Angkor Wat","Asia, Cambodia, Siem Reap Province, Siem Reap, Things to Do in Siem Reap, Siem Reap Tours, Tours and Tickets"
